#=SORT(GOOGLEFINANCE("KRX:KOSPI200", "all", DATE(2003,1,1), DATE(2017,3,31), "DAILY"), 1, FALSE)
171.82,172.15,170.55,171.65
172.95,173.44,170.03,171.15
171.77,172.4,170.18,171.56
169.74,170.74,168.64,169.45
170.07,171.92,169.4,171.91
171.04,172.46,170.8,172.05
172.56,174.27,172.38,173.95
174.87,175.32,172.71,173.89
174.98,175.19,173.69,175.11
175.74,176.81,175.51,176.27
176.77,177.53,176.57,177.2
174.94,176.36,174.39,176.16
176.55,177.96,176.25,177.43
177.79,178.33,176.05,178.29
178.69,178.86,176.53,178.81
180.57,181.01,179.49,179.91
180.31,180.31,176.84,178.82
179.33,180.87,178.79,180.87
181.95,181.99,179.82,180.3
180.92,181.62,177.88,178.98
178.67,179.5,177.42,178.67
179.33,180.91,179.23,179.65
179.2,181.71,177.82,181.71
182.56,182.78,180.72,182.39
182.62,183.02,178.24,178.27
176.82,176.95,171.46,173.81
174.39,175.8,173.26,174.93
176.04,177.14,170.22,170.6
168.55,171.32,166.62,168.04
169.39,172.09,167.73,171.79
173.56,174.78,172.66,173.52
174.45,174.72,171.72,174.71
176.69,178.65,175.88,178.64
179.4,180.69,176.98,178.07
179.52,179.79,175.79,177.92
175.8,176.48,172.35,172.67
171.77,173.77,169.27,173.66
173.66,175.07,172.07,172.39
171.5,173.93,169.16,169.44
171.5,172.01,169.84,170.93
171.9,173.29,169.99,172.68
173.15,173.17,169.04,170.61
169.89,171.93,168.29,171.65
173.46,173.47,167.84,168.31
168.8,170.64,167.72,169.8
171.3,172.47,169.93,172.4
172.78,175.62,171.7,174.28
174.56,174.88,173.07,174.04
173.85,175.49,171,173.26
174.29,176.33,174.01,176.18
176.61,177.13,175.23,176.96
176.81,178.11,176.12,178.1
178.37,178.69,176.43,177.45
178.3,178.4,176.83,176.85
176.52,176.78,171.19,171.67
172.23,173.86,171.01,173.86
172.78,172.78,169.75,170.13
168.35,170.91,167.39,169.76
169.72,171.11,169.17,169.17
169.82,171.65,168.9,170.37
172.04,172.84,171.45,172.82
173.07,173.16,169.71,171.1
172.59,173.4,171.95,172.28
173.27,174.29,172.2,172.66
172.1,173.81,170.59,173.48
173.36,174.81,172.64,174.26
174.31,174.47,172.61,172.87
171.52,171.53,168.67,169.28
170.81,171.7,168.09,169.68
169.61,170.86,168.47,170.86
170.41,173.06,170.36,172.44
172.14,173.17,171.48,172.77
171.12,173.55,170.46,172.96
173.78,174.32,172.77,173.61
173.61,176.37,173.35,176.21
176.45,179.22,176.36,178.89
178.92,180.23,178.21,179.77
181.13,182.42,179.88,181.1
181.19,181.97,180.34,181.97
180.86,181.94,180.42,181.31
180.88,181.19,177.84,179.61
178.23,179.19,177.69,179.13
179.11,181.91,178.75,181.91
182.55,185.95,181.88,185.67
185.95,186.21,183.5,184.3
183.35,185.84,183.28,184.9
187.4,188.06,185.91,186.34
186.59,187.39,185.41,185.86
186.67,189.18,186.15,188.2
187.71,187.71,184.72,185.41
184.84,186.94,183.93,185.54
185.89,188.34,185.49,188.34
188.8,189.29,187.51,188.4
187.1,187.1,183.23,184.1
184.13,186.19,182.64,186.17
186.92,188.61,186.02,186.03
186.23,187.09,184.67,186.98
189.44,189.79,188.32,188.79
188.75,189.99,188.04,188.51
188.33,189.18,187.3,188.62
188.25,190.2,187.65,190.2
188.06,188.79,185.22,187.27
184.41,184.42,182.07,183.08
183.32,183.39,177.85,179
179.72,182.04,179.71,181.69
176.26,177.47,175.79,177.18
177.13,177.95,174.58,177.94
178.42,178.43,173.55,173.6
171.66,173.49,170.57,172.78
172.38,173.69,169.32,173.36
173.23,173.28,168.28,168.33
170.99,172.44,170.52,171.83
173.31,174.21,172.41,172.64
172.59,172.79,170.15,171.01
169.84,171.2,167.93,168.03
170.38,170.67,166.68,169.85
170.81,170.81,167.93,168.83
165.23,166.12,163.78,164.17
163.22,163.65,158.11,158.11
159.92,160.23,157.32,159.61
158.91,160.07,157.31,160.05
156.95,157.43,155.12,155.43
154.15,158.94,153.89,157.7
159.07,160.04,156.43,157.36
160.87,163.41,160.81,163.05
162.11,162.89,160.45,161.79
160.88,160.93,157.81,158.48
158.91,159.38,157.21,158.63
161.15,161.43,159.69,160.2
158.5,158.95,156.54,158.88
158.73,160.43,158.02,160.18
161.18,162.2,160.75,161.36
158.61,160.19,158.11,160.18
161.31,164.09,161.31,163.3
166.96,167.6,166.48,167.45
167.34,167.83,166.07,167.33
168.64,168.81,165.98,166.15
162.85,166.29,162.71,165.51
164.3,165.18,162.17,163.47
164.79,165.36,163.88,164.7
163.64,168.3,163.01,168.27
167.77,168.68,166.83,168.45
168.82,169.89,167.24,167.93
166.19,168.3,164.65,166.35
163.11,163.11,161.22,162.33
160.45,160.88,159.39,159.69
160.06,161.25,159.34,159.76
163.85,165.15,163.33,165.11
163.46,165.04,163.29,165
163.27,164.53,161.52,163.93
165.8,167.22,165.79,166.25
166.88,167.08,165.82,166.1
166.28,169.03,165.85,168.52
168.03,169.23,167.98,168.54
170.81,171.12,168.51,168.51
168.35,169.82,167.01,167.14
166.46,168.27,165.86,168.27
169.29,169.61,167.39,167.94
168.49,169.83,168.49,169.68
170.21,170.25,167.57,167.61
167.81,170.68,167.8,170.68
170.17,172.08,168.77,171.11
170.6,171.08,168.02,169.44
170.51,171.24,167.6,167.65
168.11,169.43,167.12,168.19
170.43,171.58,169.74,171.01
172.4,173.74,172.4,172.65
172.94,173.87,172.21,173.17
173.46,174.13,171.21,171.96
171.97,173.97,171.96,173.81
173.42,173.52,171.65,172.33
171.94,171.97,170.23,171.08
171.32,173.58,171.24,172.92
172.98,173.79,172.27,172.64
173.79,174.94,173.78,174.79
175.01,175.08,173.71,174.16
175.08,176.71,174.51,175.44
175.73,176.06,175.03,175.99
176.97,177.14,176.32,176.32
176.57,176.9,175.99,176.75
176.91,177.25,175.7,176.19
175.49,175.83,174.27,175.43
174.7,176.29,174.58,175.78
176.06,176.06,172.93,173
173.02,173.77,171.71,172.28
174.05,174.16,172.85,172.93
172.96,176.35,172.3,176.35
175.85,176.53,175.21,176.51
176.38,178.81,176.08,178.28
178.41,178.92,177.81,178.32
177.3,177.71,175.81,177.34
178.24,178.99,176.87,177.31
176.22,176.48,174.27,175
175.04,176.45,174.69,176.03
176.78,176.9,173.88,174.58
175.65,176.93,175.62,176.74
177.09,178.36,176.61,178.21
178.67,178.95,177.56,178.05
177.91,179.43,177.53,178.46
177.4,178.21,174.68,175.48
176.22,177.43,169.57,171.78
172.31,173.65,172.24,172.78
171.47,173.43,171.23,172.51
172.54,174.09,172.25,173.1
175.48,176.08,175.04,175.42
176.47,176.77,175.62,176.51
176.98,176.98,174.42,175.85
175.11,176.52,174.11,176.19
176.46,176.82,175.57,176.11
176.49,177.71,176.45,177.35
177.66,177.97,176.51,177.36
178.48,178.6,177.15,177.49
177.78,178.69,177.4,178.2
178.51,179,177.91,178.53
179.06,179.24,176.98,177.85
177.05,177.06,175.65,175.99
176.04,176.91,175.2,176.84
177.76,178.5,176.97,177.94
177.58,179.22,177.41,179.22
179.34,179.42,178.56,179.14
178.51,178.51,176.37,178.41
179.72,180.18,179.19,179.45
179.97,180.27,178.51,178.61
178.93,181.31,178.89,181.31
180.55,181.42,180.29,180.78
181.3,181.35,179.51,180.93
181.75,182.34,181.34,182.3
182.87,183.07,182.11,182.9
183.56,183.56,182.45,182.69
183.18,183.53,182.23,182.94
183.13,183.16,181.41,181.6
181.76,182.25,181.34,182.06
181.92,184.27,181.91,184.24
183.8,184.48,183.12,183.77
183.87,184.36,182.61,183.91
183.61,184.34,183,184.27
181.95,182.76,181.62,182.42
182.69,184.15,182.64,183.8
184.47,185.41,184.47,184.96
185.12,185.54,184.43,185.28
184.83,185.11,184.27,184.31
185.11,185.64,183.5,183.53
183.8,183.83,180.77,182.6
182.35,182.97,181.76,182.19
180.84,180.84,178.94,179.49
179.45,180.25,179.32,179.5
179.7,179.86,177.44,177.93
177.76,179.3,177.49,178.75
179.04,183.57,177.83,183.57
183.51,184.45,182.62,183.82
184.55,186.02,184.54,185.38
185.08,185.82,184.31,184.63
184.92,187.07,184.92,186.54
186.8,187.06,185.48,185.81
185.26,186.29,185.25,185.98
185.59,186.49,184.02,185.62
184.56,184.96,183.46,184.3
185.45,185.93,184.26,185.39
186.02,186.15,184.91,185.7
185.84,186.02,182.13,182.13
182.26,182.3,179.32,180.52
180.71,180.97,177.33,179.1
177.8,178.86,176.45,177.08
177.91,178.58,176.64,177.52
177.22,177.22,173.58,174.99
175.21,177.67,174.99,176.26
178.21,179.64,177.29,179.36
180.55,180.66,179.09,179.82
179.98,180.31,179.14,179.73
180.05,180.05,176.98,178.5
178.33,179.3,177.57,179.12
177.21,177.84,175.62,176.23
176.81,177.01,174.75,176.83
175.44,177.33,175.35,176.9
177.81,179.52,177.64,179.37
180.6,180.6,178.73,179.12
177.83,178.65,176.88,177.58
178.32,178.57,176.2,176.41
176.7,177.68,176.08,177.45
178.01,178.01,175.65,175.99
176.89,179.1,176.21,179.1
179.58,183.23,179.54,183.2
183.21,184.13,182.66,183.73
183.46,185.12,183.17,185.09
185.34,185.39,183.66,184.67
184.43,185.29,183.23,184.25
184.4,185.47,184.13,184.72
183.22,183.22,181.36,182.8
182.59,184.17,182.18,183.29
184.77,186.39,184.77,185.72
187.64,187.71,186.5,186.82
186.9,187.58,186.12,187.57
187.83,188.2,186.85,188.12
188.5,188.7,186.96,187.9
188.09,190.58,188.07,189.72
190.4,190.46,188.87,190.19
189.69,190.24,189.07,190.12
189.93,189.93,188.02,188.15
180.5,183.2,180.27,183.2
181.87,184.02,181.69,182.78
180.94,181.45,177.61,177.69
178.66,181.42,178.66,181.23
182.9,182.91,180.46,182.36
182.07,185.31,181.93,183.94
185.24,185.43,182.83,183.87
184.7,186.42,184.7,186.36
186.32,186.42,185.23,185.72
182.2,183.17,181.54,181.81
183.35,184.75,182.79,184.41
184.59,185,182.84,184.42
184.01,186.55,183.4,186.31
187.02,187.07,185.82,186.34
186.58,187.49,185.22,186.24
187.48,188.13,186.97,187.15
187.39,187.98,186.33,186.89
187.41,188.09,186.43,187.19
187.21,188.18,186.19,187.68
187.48,188.21,185.06,185.96
185.32,187.78,185.01,187.44
188.33,188.58,186.98,187.6
188.05,189.25,187.97,188.56
189.1,189.26,187.67,189.12
190.59,191.98,190,191.77
192,192.07,190.99,191.41
192.22,192.34,190.8,191.63
192.4,193.92,192.34,193.85
193.75,193.94,192.6,193.55
194.75,196.15,194.56,195.27
194.77,196.82,194.38,196.81
196.43,196.77,194.83,195.85
196.24,197.29,195.65,197.1
197.92,197.96,195.97,196.57
197.04,197.86,196.64,197.31
197.6,197.67,193.51,194.59
195.27,197.24,195.27,197.24
198.82,199.88,197.67,198.62
198.69,200.21,197.68,200.02
200.16,200.27,197.17,198.43
200.4,201.23,199.7,199.75
198.76,199.53,197.5,198.28
197.9,198.55,196.88,198.55
199.76,200.43,199.09,199.86
201.12,201.24,200,200.67
201.1,201.56,200.29,201.56
202.45,203.8,202.42,203.57
203.64,204.29,202.76,203.51
203.47,204.77,202.78,204.77
205.94,207.81,205.51,205.51
204.14,206.24,203.33,206.06
207.12,208.46,205.47,206.28
205.54,207.13,204.12,204.22
204.42,205.73,203.79,205.62
207.32,207.49,206.48,207.35
206.96,207.58,205.17,206.69
205.44,208.86,205.41,208.74
209.33,210.74,208.47,210.69
211.22,211.87,210.14,211.15
208.83,210.7,208.63,210.54
211.17,212.05,210.56,211.88
212.38,212.81,210.87,212.06
211.93,211.97,208.82,211.76
214.34,216.67,213.58,216.45
218.01,222.38,217.3,218.74
221.04,222.55,218.68,221.9
221.58,222.97,219.6,222.37
219.75,223.25,219.04,223.17
220.7,221.17,218.36,219.8
221.38,221.7,217.62,218.39
218.02,220.07,217.78,219.94
218.72,219.9,217.8,218.59
221.05,224.46,220.87,224.46
224.85,225.26,223.53,224.61
226.27,228.89,225.92,228.8
229.75,229.75,227.35,229.04
229.76,229.79,225.8,226.58
225.65,229.08,224.83,227.81
228.65,228.86,223.61,224.95
222.73,227.1,222.04,223.4
223.92,224.73,220.36,222.43
222.34,222.34,219.36,220.35
221.93,222.69,220.8,222.6
223.09,224.37,221.24,221.31
220.88,224.78,220.13,224.75
227.29,229.45,226.7,229.29
230.61,233.57,230.38,233.43
233.83,237.03,233.31,234.75
235.5,236.94,233.55,236.52
237.23,240.49,237.23,239.68
240,241.28,239.29,241.02
239.22,242.52,238.48,240.46
241.34,244.74,241.33,242.86
247.55,250.2,247.17,250.19
250.38,251.28,245.85,247.91
248.28,248.46,244.92,244.92
245.43,247.59,243.71,245.7
247.05,251.45,245.62,251.45
250.66,252.47,249.2,252.28
253.18,253.55,250.15,252.61
253.14,254.93,248.75,253.93
254.71,255.38,248.74,248.75
243.56,243.57,236.15,238.34
237.31,241.41,235.22,241.39
242.46,244.34,240.09,244.32
242.63,242.63,231.26,234.36
236.5,238.66,228.41,233.84
236.57,238.95,235.48,236.91
230.97,233.98,230.61,233.92
238.15,238.19,233.23,234.5
237.06,240.48,236.25,240.07
242.85,243.73,239.84,241
233.77,233.95,229.04,230.68
232.19,233.88,229.73,233.88
232.63,234.82,228.31,230.45
222.71,222.99,214.1,215.67
217.05,217.32,207.09,208.57
216.42,220.08,215.31,219.72
220.93,224.12,218.42,220.18
220.9,224,220.24,223.24
228.43,230.82,228.01,228.6
227.67,228.91,225.18,227.18
231.37,232.65,228.57,228.65
229.11,232.38,227.23,232.38
225.41,233.06,225.31,232.32
236.52,237.45,233.51,234.22
234.38,238.54,234.36,238.28
238.64,239.11,236.51,238.72
238.7,241.25,237.56,237.91
239.01,241.11,235.73,236.61
236.19,239.65,233.77,239.61
239.25,240.87,236.84,238.92
231.62,233.23,231.42,232.44
233.42,234.71,231.2,234.12
234.76,234.96,229.4,229.44
230.02,234.3,228.41,233.86
234.73,237.4,233.71,236.54
236.82,237.22,234.16,236.72
236.19,236.77,232.14,232.42
239.51,241.56,238.97,241.08
241.04,243.02,240.38,242.42
242.42,243.82,241.35,243.45
246.59,247.73,245.52,247.1
247.63,247.7,246.04,247.2
249.26,250.46,248.09,249.3
252.95,256.8,251.91,256.8
254.41,256.3,253.53,254.92
255.41,255.66,252.98,253.63
256.78,257.03,254.38,255.87
256,257.28,253.56,256.19
258.65,260.2,257.64,259.79
259.66,261.84,258.59,261.82
260.25,261.5,256.54,257.31
259.24,259.61,254.69,257.68
254.91,258.36,252.95,253.43
252.6,253.77,244.2,250.48
251.08,253.82,249.23,252.6
252.34,252.34,248.35,248.35
239.85,240.88,236.86,239.94
243.9,245.59,240.4,244.9
247.03,252.16,241.97,243.31
247.47,249.59,244.28,248.8
249.95,255.65,247.67,255.65
258.38,261.45,257.75,260.4
259.51,260.54,256.85,258.87
258.78,260.6,257.82,260.42
263.06,263.15,258.71,260.76
254.77,258.81,254.7,254.74
255.05,255.29,250.69,253.91
254.72,259.47,254.31,259.24
261.78,263.91,258.74,258.74
254.38,255.72,249.36,249.97
252.83,255.13,249.27,252.21
247.89,247.95,241.41,243.89
244.21,245.15,239.39,244.73
251.01,251.49,248.01,250.21
249.79,252.2,245.17,247.39
243.09,244.54,239.81,244.13
245.42,245.42,239.54,239.78
234.58,237.44,230.19,236.91
235.96,237.35,228.22,228.84
226.73,230.33,224.4,228.1
229.15,231.06,222.51,225.54
229.43,236.01,228.02,236.01
230.68,237.42,227.09,236.38
238.99,239.32,232.71,232.87
239.42,240.48,237.7,238.68
239.72,244.07,239.48,241.91
241.95,242.68,239.64,241.61
241.88,244.61,241.68,244.04
243.24,248.17,242.45,247.03
250.8,251.89,248.61,249.63
251.69,251.8,247.38,247.38
246.93,248.09,243.37,244.25
246.22,247.5,243.99,246.85
241.93,247.4,241.83,247.15
246.32,248.29,242.38,245.21
244.51,245.39,239.06,241.5
238.51,240.45,234.18,234.33
231.79,237.94,229.96,236.65
238.64,239.35,234.26,234.4
235.77,239.6,232.98,239.6
242.25,245.45,241.74,245.14
245.87,246.14,242.69,243.48
242.7,244.62,241.23,243.38
241.23,243.62,240.86,241.27
240.47,240.65,235.02,235.3
232.94,235.64,230.86,234.67
234.62,236.59,230.41,235.77
229.39,232.42,229.09,231
231.75,232.32,229.19,230.34
227.14,232.53,226.05,232.53
232.74,233.71,229.47,229.47
232.12,232.46,223.64,224.41
224.3,225.86,221.29,222.81
224.78,224.83,217.97,220.91
216.9,219.44,215.06,215.87
218.5,219.66,214.07,218.83
214.21,220.54,213.5,219.87
218.37,218.48,212.28,213.6
206.33,207.91,200.99,204.55
210.1,210.89,203.97,207.23
211.73,213.35,209.76,211.2
213.71,215.21,212.65,215.06
211.76,212.64,205.68,206.52
210.51,211.31,206.59,208.8
210.82,210.93,201.94,203.5
202.53,208.87,200.84,207.77
210.32,210.7,206.86,209.08
212.02,217.16,211.92,216.23
215.6,217.16,214.95,216.91
210.41,210.96,207.98,208.92
210.54,210.72,208.66,209.01
211.52,211.71,207.11,207.56
211.27,216.2,211.22,216.2
212.8,215.73,212.15,215.38
216.14,217.79,213.26,215.46
218.11,219,216.96,218.37
216.12,218.01,213.19,213.84
216.4,217.42,214.95,216.38
214.09,214.09,211.77,213.73
215.62,217.52,215.52,217.07
219.07,219.4,216.63,217.22
219.44,220.42,218.04,218.87
219.44,221.29,217.67,220.59
217.93,218.52,216.46,216.85
212.25,212.25,209.77,211.73
212.29,213.59,210.65,212.14
212.64,213.36,210.89,212.14
212.7,216.43,212.54,214.92
212.84,212.84,208.78,210.57
206.7,208.95,205.79,206.29
203.6,208.47,203.28,208.06
213.8,214.09,210.27,210.49
210.16,210.19,203.79,204.42
207.4,207.49,200.01,202.63
201.36,201.37,194.85,199.68
201.19,202.01,198.79,201.79
206.83,207.72,205.43,206.48
203.81,206.86,202.42,206.62
209.3,209.7,207.89,209.69
210.76,212.04,209.55,211
213.92,214.65,212.82,213.73
213.92,214.64,212.92,214.41
213.28,214.04,211.72,213.85
213.22,217.75,213.14,217.22
217.69,218.43,215.18,217.65
217.23,219.73,216.3,217.81
222.63,223.8,222.4,223.76
224.29,227.31,223.84,226.99
226.87,227.56,226.02,226.95
227.25,229.66,226.48,227.79
227.22,227.28,224.24,225.1
223.67,226.58,222.38,226.44
226.86,228.81,225.98,228.8
224.35,225.58,223.17,224.54
224.83,225.51,222.66,223.51
225.63,226.75,224.86,225.36
228.68,228.88,226.51,226.98
227.48,228.4,226.26,227.25
230.24,231.48,229.87,231.11
230.86,231.31,228.92,229.22
228.59,231.96,228.56,230.56
231.58,232.3,229.85,230.77
232,234.65,232,234.56
235.19,235.66,233.71,234.97
235.69,236,232.14,233.24
232.76,235.19,232,235
238.74,238.76,237.54,238.18
238.16,239.55,237.24,239.53
239.87,240.56,236.81,238.66
235.55,238.43,235.3,237.37
238.07,238.11,233.17,233.98
234.82,237.05,232.71,237.02
236.72,237.65,234.91,237.04
238.12,243.38,238.08,243.11
244.16,245.21,242.53,243.54
244.05,245.17,241.29,242.67
242.61,243.14,238.39,240.62
237.29,239.14,236.82,237.15
234.3,235.71,232.1,235.31
235.38,236.02,233.84,234.14
232.13,233.17,229.05,230.43
231.39,234.01,231.32,233.97
235.43,235.45,230.58,231.17
232.98,236.76,232.97,236.39
236.96,237.79,235.11,237.46
236.91,237.67,234.6,236.78
234.83,235.51,232.55,233.14
233.46,235.43,232.33,235.09
234.44,235.04,232.61,234.76
228.95,231.78,228.64,231.35
231.83,231.95,225.43,226.56
227.36,228.22,224.69,227.42
223.89,224.66,221.17,221.17
223.26,224.4,220.45,222.79
225.06,225.89,223.82,224.91
225.65,225.76,221.96,223.66
222.87,226.82,222.45,226.6
224.13,224.31,220.85,222.03
223.59,223.96,219.56,220.57
217.19,219.45,215.83,218.51
217.31,218.81,216.62,217.97
217.91,218.95,215.88,218.95
218.93,221.45,218.7,219.12
213.45,214.93,212.91,214.59
214.33,215.63,213.09,213.52
213.64,214.5,210.74,213.02
212.75,213.19,206.04,207.96
203.73,207.3,202.76,205.71
205.45,205.97,201.25,201.74
200.63,203.18,199.59,202.34
202.05,202.05,193.74,196.52
199.64,200.44,194.61,194.61
191.85,197.23,191.54,196.34
197.1,201,194.99,200.12
199.63,202.22,198.51,199.12
198.01,198.04,192.51,193.01
193.96,195.36,190.02,192.48
197.03,197.57,194.8,194.89
197.01,197.06,192.02,192.86
195.72,201.08,195.62,200
198.18,200.06,198.05,199.77
202.85,204.72,201.81,203.64
205.12,208.65,205.08,208.34
204.13,206.3,203.13,204.27
205.62,205.82,202.71,203.97
200.45,200.7,196.77,199.9
203.23,203.84,201.12,201.82
202.8,205.12,202.07,204.12
202.1,203.23,199.83,201.43
200.54,201.09,195.77,197.56
196.95,199.26,196.16,196.44
200.73,202.56,199.87,202.28
202.14,202.86,198.69,200.31
198.03,201.51,197.57,200.76
203.87,204.52,203.14,203.2
202.41,204.04,200.98,202.12
201.55,202.94,198.96,200.26
199.09,202.44,199.09,201.5
202.45,203.03,200.03,200.97
199.24,199.37,195.7,197.56
196.29,198.65,195.22,197.35
197.16,197.29,193.56,193.85
193.24,193.33,189.58,192.04
193.12,194,192.05,192.99
189.71,193.11,189.41,191.36
191.11,192.4,187.99,191.6
192.79,192.81,188.63,188.75
190.69,191.84,188.63,188.96
186.29,186.85,181.89,182.13
182.61,184.38,180.37,182.41
181.89,185.33,180.92,184.36
183.55,185.07,181.69,183.57
179.27,182.15,179.08,180.49
184.94,190.72,184.9,189.97
188.74,188.74,185.93,186.99
184.01,188.74,183.63,188.5
187.64,188.89,184.92,185.27
188.55,190.4,188,189.9
177.58,180.72,176.86,179
183.29,185.71,182.06,183.54
178.15,180.1,175.63,179.25
185.74,189.4,185.04,188.31
190.4,193.04,188.68,189.16
187.43,192.18,187.03,191.58
191.3,194.16,190.34,193.18
192.07,194.19,189.42,193.87
192.49,193.33,189.63,190.6
192.47,193.25,187.12,188.1
178.84,186.62,177.95,186.62
187.39,187.39,184.02,185.52
178.58,178.68,173.87,175.03
172.87,177.3,170.6,176.46
171.02,172.55,166.33,167.16
167.64,172.55,165.97,168.86
162.57,162.6,153.42,162.05
166.22,168.94,163.16,167.91
174.88,178.15,174.47,178.15
173.92,176.07,172.48,174.28
163.16,164.37,156.41,157.63
